# Airbrakes Lookup Table - Hyperion with Cesaroni M2505,,,
# Generated: 2025-08-07 11:39:21,,,
# Target Apogee: 3048m (10000ft),,,
# Grid: 50×50,,,
# Physics-based simulation with proper drag modeling,,,
#,,,
burnout_height_m,burnout_velocity_ms,deployment_angle_deg,retraction_time_s
240,140,0,12.3
240,144.1,0,12.7
240,148.2,0,13.1
240,152.2,0,13.5
240,156.3,0,13.9
240,160.4,0,14.4
240,164.5,0,14.8
240,168.6,0,15.2
240,172.7,0,15.6
240,176.7,0,16
240,180.8,0,16.4
240,184.9,0,16.8
240,189,0,17.3
240,193.1,0,17.7
240,197.1,0,18.1
240,201.2,0,18.5
240,205.3,0,18.9
240,209.4,0,19.3
240,213.5,0,19.8
240,217.6,0,20.2
240,221.6,0,20.6
240,225.7,0,21
240,229.8,0,21.4
240,233.9,0,21.8
240,238,0,22.3
240,242,0,22.7
240,246.1,0,23.1
240,250.2,0,23.5
240,254.3,0,23.9
240,258.4,0,24.3
240,262.4,0,24.8
240,266.5,0,25.2
240,270.6,0,25.6
240,274.7,0,26
240,278.8,0,26.4
240,282.9,0,26.8
240,286.9,0,27.2
240,291,0,27.7
240,295.1,2.1,26.5
240,299.2,4.2,25.5
240,303.3,5.6,24.9
240,307.3,7.7,24
240,311.4,9.8,23.1
240,315.5,11.2,22.6
240,319.6,13.4,21.8
240,323.7,14.8,21.4
240,327.8,16.9,20.6
240,331.8,18.3,20.2
240,335.9,20.4,19.5
240,340,21.8,19.2
246.5,140,0,12.3
246.5,144.1,0,12.7
246.5,148.2,0,13.1
246.5,152.2,0,13.5
246.5,156.3,0,13.9
246.5,160.4,0,14.4
246.5,164.5,0,14.8
246.5,168.6,0,15.2
246.5,172.7,0,15.6
246.5,176.7,0,16
246.5,180.8,0,16.4
246.5,184.9,0,16.8
246.5,189,0,17.3
246.5,193.1,0,17.7
246.5,197.1,0,18.1
246.5,201.2,0,18.5
246.5,205.3,0,18.9
246.5,209.4,0,19.3
246.5,213.5,0,19.8
246.5,217.6,0,20.2
246.5,221.6,0,20.6
246.5,225.7,0,21
246.5,229.8,0,21.4
246.5,233.9,0,21.8
246.5,238,0,22.3
246.5,242,0,22.7
246.5,246.1,0,23.1
246.5,250.2,0,23.5
246.5,254.3,0,23.9
246.5,258.4,0,24.3
246.5,262.4,0,24.8
246.5,266.5,0,25.2
246.5,270.6,0,25.6
246.5,274.7,0,26
246.5,278.8,0,26.4
246.5,282.9,0,26.8
246.5,286.9,0,27.2
246.5,291,0.4,27.4
246.5,295.1,2.1,26.5
246.5,299.2,4.2,25.5
246.5,303.3,6.3,24.5
246.5,307.3,8.1,23.7
246.5,311.4,9.8,23.1
246.5,315.5,12,22.2
246.5,319.6,13.4,21.8
246.5,323.7,15.5,21
246.5,327.8,16.9,20.6
246.5,331.8,19,19.9
246.5,335.9,20.4,19.5
246.5,340,22.5,18.9
253.1,140,0,12.3
253.1,144.1,0,12.7
253.1,148.2,0,13.1
253.1,152.2,0,13.5
253.1,156.3,0,13.9
253.1,160.4,0,14.4
253.1,164.5,0,14.8
253.1,168.6,0,15.2
253.1,172.7,0,15.6
253.1,176.7,0,16
253.1,180.8,0,16.4
253.1,184.9,0,16.8
253.1,189,0,17.3
253.1,193.1,0,17.7
253.1,197.1,0,18.1
253.1,201.2,0,18.5
253.1,205.3,0,18.9
253.1,209.4,0,19.3
253.1,213.5,0,19.8
253.1,217.6,0,20.2
253.1,221.6,0,20.6
253.1,225.7,0,21
253.1,229.8,0,21.4
253.1,233.9,0,21.8
253.1,238,0,22.3
253.1,242,0,22.7
253.1,246.1,0,23.1
253.1,250.2,0,23.5
253.1,254.3,0,23.9
253.1,258.4,0,24.3
253.1,262.4,0,24.8
253.1,266.5,0,25.2
253.1,270.6,0,25.6
253.1,274.7,0,26
253.1,278.8,0,26.4
253.1,282.9,0,26.8
253.1,286.9,0,27.2
253.1,291,0.7,27.1
253.1,295.1,2.8,26
253.1,299.2,4.6,25.2
253.1,303.3,6.3,24.5
253.1,307.3,8.4,23.5
253.1,311.4,10.5,22.7
253.1,315.5,12,22.2
253.1,319.6,14.1,21.4
253.1,323.7,15.5,21
253.1,327.8,17.6,20.3
253.1,331.8,19,19.9
253.1,335.9,21.1,19.2
253.1,340,22.5,18.9
259.6,140,0,12.3
259.6,144.1,0,12.7
259.6,148.2,0,13.1
259.6,152.2,0,13.5
259.6,156.3,0,13.9
259.6,160.4,0,14.4
259.6,164.5,0,14.8
259.6,168.6,0,15.2
259.6,172.7,0,15.6
259.6,176.7,0,16
259.6,180.8,0,16.4
259.6,184.9,0,16.8
259.6,189,0,17.3
259.6,193.1,0,17.7
259.6,197.1,0,18.1
259.6,201.2,0,18.5
259.6,205.3,0,18.9
259.6,209.4,0,19.3
259.6,213.5,0,19.8
259.6,217.6,0,20.2
259.6,221.6,0,20.6
259.6,225.7,0,21
259.6,229.8,0,21.4
259.6,233.9,0,21.8
259.6,238,0,22.3
259.6,242,0,22.7
259.6,246.1,0,23.1
259.6,250.2,0,23.5
259.6,254.3,0,23.9
259.6,258.4,0,24.3
259.6,262.4,0,24.8
259.6,266.5,0,25.2
259.6,270.6,0,25.6
259.6,274.7,0,26
259.6,278.8,0,26.4
259.6,282.9,0,26.8
259.6,286.9,0,27.2
259.6,291,0.7,27.1
259.6,295.1,2.8,26
259.6,299.2,4.9,25
259.6,303.3,7,24
259.6,307.3,8.4,23.5
259.6,311.4,10.5,22.7
259.6,315.5,12.7,21.8
259.6,319.6,14.1,21.4
259.6,323.7,16.2,20.7
259.6,327.8,17.6,20.3
259.6,331.8,19.7,19.6
259.6,335.9,21.1,19.2
259.6,340,23.2,18.5
266.1,140,0,12.3
266.1,144.1,0,12.7
266.1,148.2,0,13.1
266.1,152.2,0,13.5
266.1,156.3,0,13.9
266.1,160.4,0,14.4
266.1,164.5,0,14.8
266.1,168.6,0,15.2
266.1,172.7,0,15.6
266.1,176.7,0,16
266.1,180.8,0,16.4
266.1,184.9,0,16.8
266.1,189,0,17.3
266.1,193.1,0,17.7
266.1,197.1,0,18.1
266.1,201.2,0,18.5
266.1,205.3,0,18.9
266.1,209.4,0,19.3
266.1,213.5,0,19.8
266.1,217.6,0,20.2
266.1,221.6,0,20.6
266.1,225.7,0,21
266.1,229.8,0,21.4
266.1,233.9,0,21.8
266.1,238,0,22.3
266.1,242,0,22.7
266.1,246.1,0,23.1
266.1,250.2,0,23.5
266.1,254.3,0,23.9
266.1,258.4,0,24.3
266.1,262.4,0,24.8
266.1,266.5,0,25.2
266.1,270.6,0,25.6
266.1,274.7,0,26
266.1,278.8,0,26.4
266.1,282.9,0,26.8
266.1,286.9,0,27.2
266.1,291,1.4,26.6
266.1,295.1,3.5,25.6
266.1,299.2,4.9,25
266.1,303.3,7,24
266.1,307.3,9.1,23.1
266.1,311.4,10.5,22.7
266.1,315.5,12.7,21.8
266.1,319.6,14.8,21.1
266.1,323.7,16.2,20.7
266.1,327.8,18.3,19.9
266.1,331.8,19.7,19.6
266.1,335.9,21.8,18.9
266.1,340,23.2,18.5
272.7,140,0,12.3
272.7,144.1,0,12.7
272.7,148.2,0,13.1
272.7,152.2,0,13.5
272.7,156.3,0,13.9
272.7,160.4,0,14.4
272.7,164.5,0,14.8
272.7,168.6,0,15.2
272.7,172.7,0,15.6
272.7,176.7,0,16
272.7,180.8,0,16.4
272.7,184.9,0,16.8
272.7,189,0,17.3
272.7,193.1,0,17.7
272.7,197.1,0,18.1
272.7,201.2,0,18.5
272.7,205.3,0,18.9
272.7,209.4,0,19.3
272.7,213.5,0,19.8
272.7,217.6,0,20.2
272.7,221.6,0,20.6
272.7,225.7,0,21
272.7,229.8,0,21.4
272.7,233.9,0,21.8
272.7,238,0,22.3
272.7,242,0,22.7
272.7,246.1,0,23.1
272.7,250.2,0,23.5
272.7,254.3,0,23.9
272.7,258.4,0,24.3
272.7,262.4,0,24.8
272.7,266.5,0,25.2
272.7,270.6,0,25.6
272.7,274.7,0,26
272.7,278.8,0,26.4
272.7,282.9,0,26.8
272.7,286.9,0,27.2
272.7,291,1.4,26.6
272.7,295.1,3.5,25.6
272.7,299.2,5.6,24.5
272.7,303.3,7.7,23.6
272.7,307.3,9.1,23.1
272.7,311.4,11.2,22.3
272.7,315.5,13.4,21.5
272.7,319.6,14.8,21.1
272.7,323.7,16.9,20.3
272.7,327.8,18.3,19.9
272.7,331.8,20.4,19.2
272.7,335.9,21.8,18.9
272.7,340,23.9,18.2
279.2,140,0,12.3
279.2,144.1,0,12.7
279.2,148.2,0,13.1
279.2,152.2,0,13.5
279.2,156.3,0,13.9
279.2,160.4,0,14.4
279.2,164.5,0,14.8
279.2,168.6,0,15.2
279.2,172.7,0,15.6
279.2,176.7,0,16
279.2,180.8,0,16.4
279.2,184.9,0,16.8
279.2,189,0,17.3
279.2,193.1,0,17.7
279.2,197.1,0,18.1
279.2,201.2,0,18.5
279.2,205.3,0,18.9
279.2,209.4,0,19.3
279.2,213.5,0,19.8
279.2,217.6,0,20.2
279.2,221.6,0,20.6
279.2,225.7,0,21
279.2,229.8,0,21.4
279.2,233.9,0,21.8
279.2,238,0,22.3
279.2,242,0,22.7
279.2,246.1,0,23.1
279.2,250.2,0,23.5
279.2,254.3,0,23.9
279.2,258.4,0,24.3
279.2,262.4,0,24.8
279.2,266.5,0,25.2
279.2,270.6,0,25.6
279.2,274.7,0,26
279.2,278.8,0,26.4
279.2,282.9,0,26.8
279.2,286.9,0,27.2
279.2,291,1.8,26.4
279.2,295.1,3.5,25.6
279.2,299.2,5.6,24.5
279.2,303.3,7.7,23.6
279.2,307.3,9.8,22.7
279.2,311.4,11.2,22.3
279.2,315.5,13.4,21.5
279.2,319.6,15.5,20.7
279.2,323.7,16.9,20.3
279.2,327.8,19,19.6
279.2,331.8,20.4,19.2
279.2,335.9,22.5,18.6
279.2,340,23.9,18.2
285.7,140,0,12.3
285.7,144.1,0,12.7
285.7,148.2,0,13.1
285.7,152.2,0,13.5
285.7,156.3,0,13.9
285.7,160.4,0,14.4
285.7,164.5,0,14.8
285.7,168.6,0,15.2
285.7,172.7,0,15.6
285.7,176.7,0,16
285.7,180.8,0,16.4
285.7,184.9,0,16.8
285.7,189,0,17.3
285.7,193.1,0,17.7
285.7,197.1,0,18.1
285.7,201.2,0,18.5
285.7,205.3,0,18.9
285.7,209.4,0,19.3
285.7,213.5,0,19.8
285.7,217.6,0,20.2
285.7,221.6,0,20.6
285.7,225.7,0,21
285.7,229.8,0,21.4
285.7,233.9,0,21.8
285.7,238,0,22.3
285.7,242,0,22.7
285.7,246.1,0,23.1
285.7,250.2,0,23.5
285.7,254.3,0,23.9
285.7,258.4,0,24.3
285.7,262.4,0,24.8
285.7,266.5,0,25.2
285.7,270.6,0,25.6
285.7,274.7,0,26
285.7,278.8,0,26.4
285.7,282.9,0,26.8
285.7,286.9,0,27.2
285.7,291,2.1,26.1
285.7,295.1,4.2,25.1
285.7,299.2,6.3,24.1
285.7,303.3,7.7,23.6
285.7,307.3,9.8,22.7
285.7,311.4,12,21.9
285.7,315.5,13.4,21.5
285.7,319.6,15.5,20.7
285.7,323.7,17.6,20
285.7,327.8,19,19.6
285.7,331.8,21.1,18.9
285.7,335.9,22.5,18.6
285.7,340,24.6,17.9
292.2,140,0,12.3
292.2,144.1,0,12.7
292.2,148.2,0,13.1
292.2,152.2,0,13.5
292.2,156.3,0,13.9
292.2,160.4,0,14.4
292.2,164.5,0,14.8
292.2,168.6,0,15.2
292.2,172.7,0,15.6
292.2,176.7,0,16
292.2,180.8,0,16.4
292.2,184.9,0,16.8
292.2,189,0,17.3
292.2,193.1,0,17.7
292.2,197.1,0,18.1
292.2,201.2,0,18.5
292.2,205.3,0,18.9
292.2,209.4,0,19.3
292.2,213.5,0,19.8
292.2,217.6,0,20.2
292.2,221.6,0,20.6
292.2,225.7,0,21
292.2,229.8,0,21.4
292.2,233.9,0,21.8
292.2,238,0,22.3
292.2,242,0,22.7
292.2,246.1,0,23.1
292.2,250.2,0,23.5
292.2,254.3,0,23.9
292.2,258.4,0,24.3
292.2,262.4,0,24.8
292.2,266.5,0,25.2
292.2,270.6,0,25.6
292.2,274.7,0,26
292.2,278.8,0,26.4
292.2,282.9,0,26.8
292.2,286.9,0,27.2
292.2,291,2.1,26.1
292.2,295.1,4.2,25.1
292.2,299.2,6.3,24.1
292.2,303.3,8.4,23.2
292.2,307.3,10.5,22.3
292.2,311.4,12,21.9
292.2,315.5,14.1,21.1
292.2,319.6,16.2,20.3
292.2,323.7,17.6,20
292.2,327.8,19.7,19.3
292.2,331.8,21.1,18.9
292.2,335.9,23.2,18.3
292.2,340,24.6,17.9
298.8,140,0,12.3
298.8,144.1,0,12.7
298.8,148.2,0,13.1
298.8,152.2,0,13.5
298.8,156.3,0,13.9
298.8,160.4,0,14.4
298.8,164.5,0,14.8
298.8,168.6,0,15.2
298.8,172.7,0,15.6
298.8,176.7,0,16
298.8,180.8,0,16.4
298.8,184.9,0,16.8
298.8,189,0,17.3
298.8,193.1,0,17.7
298.8,197.1,0,18.1
298.8,201.2,0,18.5
298.8,205.3,0,18.9
298.8,209.4,0,19.3
298.8,213.5,0,19.8
298.8,217.6,0,20.2
298.8,221.6,0,20.6
298.8,225.7,0,21
298.8,229.8,0,21.4
298.8,233.9,0,21.8
298.8,238,0,22.3
298.8,242,0,22.7
298.8,246.1,0,23.1
298.8,250.2,0,23.5
298.8,254.3,0,23.9
298.8,258.4,0,24.3
298.8,262.4,0,24.8
298.8,266.5,0,25.2
298.8,270.6,0,25.6
298.8,274.7,0,26
298.8,278.8,0,26.4
298.8,282.9,0,26.8
298.8,286.9,0.7,26.7
298.8,291,2.8,25.6
298.8,295.1,4.9,24.6
298.8,299.2,6.7,23.9
298.8,303.3,8.4,23.2
298.8,307.3,10.5,22.3
298.8,311.4,12.7,21.5
298.8,315.5,14.1,21.1
298.8,319.6,16.2,20.3
298.8,323.7,18.3,19.6
298.8,327.8,19.7,19.3
298.8,331.8,21.8,18.6
298.8,335.9,23.2,18.3
298.8,340,25.3,17.7
305.3,140,0,12.3
305.3,144.1,0,12.7
305.3,148.2,0,13.1
305.3,152.2,0,13.5
305.3,156.3,0,13.9
305.3,160.4,0,14.4
305.3,164.5,0,14.8
305.3,168.6,0,15.2
305.3,172.7,0,15.6
305.3,176.7,0,16
305.3,180.8,0,16.4
305.3,184.9,0,16.8
305.3,189,0,17.3
305.3,193.1,0,17.7
305.3,197.1,0,18.1
305.3,201.2,0,18.5
305.3,205.3,0,18.9
305.3,209.4,0,19.3
305.3,213.5,0,19.8
305.3,217.6,0,20.2
305.3,221.6,0,20.6
305.3,225.7,0,21
305.3,229.8,0,21.4
305.3,233.9,0,21.8
305.3,238,0,22.3
305.3,242,0,22.7
305.3,246.1,0,23.1
305.3,250.2,0,23.5
305.3,254.3,0,23.9
305.3,258.4,0,24.3
305.3,262.4,0,24.8
305.3,266.5,0,25.2
305.3,270.6,0,25.6
305.3,274.7,0,26
305.3,278.8,0,26.4
305.3,282.9,0,26.8
305.3,286.9,0.7,26.7
305.3,291,2.8,25.6
305.3,295.1,4.9,24.6
305.3,299.2,7,23.7
305.3,303.3,9.1,22.8
305.3,307.3,11.2,21.9
305.3,311.4,12.7,21.5
305.3,315.5,14.8,20.7
305.3,319.6,16.9,20
305.3,323.7,18.3,19.6
305.3,327.8,20.4,19
305.3,331.8,21.8,18.6
305.3,335.9,23.9,18
305.3,340,25.3,17.7
311.8,140,0,12.3
311.8,144.1,0,12.7
311.8,148.2,0,13.1
311.8,152.2,0,13.5
311.8,156.3,0,13.9
311.8,160.4,0,14.4
311.8,164.5,0,14.8
311.8,168.6,0,15.2
311.8,172.7,0,15.6
311.8,176.7,0,16
311.8,180.8,0,16.4
311.8,184.9,0,16.8
311.8,189,0,17.3
311.8,193.1,0,17.7
311.8,197.1,0,18.1
311.8,201.2,0,18.5
311.8,205.3,0,18.9
311.8,209.4,0,19.3
311.8,213.5,0,19.8
311.8,217.6,0,20.2
311.8,221.6,0,20.6
311.8,225.7,0,21
311.8,229.8,0,21.4
311.8,233.9,0,21.8
311.8,238,0,22.3
311.8,242,0,22.7
311.8,246.1,0,23.1
311.8,250.2,0,23.5
311.8,254.3,0,23.9
311.8,258.4,0,24.3
311.8,262.4,0,24.8
311.8,266.5,0,25.2
311.8,270.6,0,25.6
311.8,274.7,0,26
311.8,278.8,0,26.4
311.8,282.9,0,26.8
311.8,286.9,1.4,26.2
311.8,291,3.5,25.2
311.8,295.1,5.3,24.4
311.8,299.2,7,23.7
311.8,303.3,9.1,22.8
311.8,307.3,11.2,21.9
311.8,311.4,13.4,21.1
311.8,315.5,14.8,20.7
311.8,319.6,16.9,20
311.8,323.7,19,19.3
311.8,327.8,20.4,19
311.8,331.8,22.5,18.3
311.8,335.9,23.9,18
311.8,340,26,17.4
318.4,140,0,12.3
318.4,144.1,0,12.7
318.4,148.2,0,13.1
318.4,152.2,0,13.5
318.4,156.3,0,13.9
318.4,160.4,0,14.4
318.4,164.5,0,14.8
318.4,168.6,0,15.2
318.4,172.7,0,15.6
318.4,176.7,0,16
318.4,180.8,0,16.4
318.4,184.9,0,16.8
318.4,189,0,17.3
318.4,193.1,0,17.7
318.4,197.1,0,18.1
318.4,201.2,0,18.5
318.4,205.3,0,18.9
318.4,209.4,0,19.3
318.4,213.5,0,19.8
318.4,217.6,0,20.2
318.4,221.6,0,20.6
318.4,225.7,0,21
318.4,229.8,0,21.4
318.4,233.9,0,21.8
318.4,238,0,22.3
318.4,242,0,22.7
318.4,246.1,0,23.1
318.4,250.2,0,23.5
318.4,254.3,0,23.9
318.4,258.4,0,24.3
318.4,262.4,0,24.8
318.4,266.5,0,25.2
318.4,270.6,0,25.6
318.4,274.7,0,26
318.4,278.8,0,26.4
318.4,282.9,0,26.8
318.4,286.9,1.4,26.2
318.4,291,3.5,25.2
318.4,295.1,5.6,24.2
318.4,299.2,7.7,23.3
318.4,303.3,9.8,22.4
318.4,307.3,11.2,21.9
318.4,311.4,13.4,21.1
318.4,315.5,15.5,20.4
318.4,319.6,17.6,19.7
318.4,323.7,19,19.3
318.4,327.8,21.1,18.6
318.4,331.8,22.5,18.3
318.4,335.9,24.6,17.7
318.4,340,26.7,17.1
324.9,140,0,12.3
324.9,144.1,0,12.7
324.9,148.2,0,13.1
324.9,152.2,0,13.5
324.9,156.3,0,13.9
324.9,160.4,0,14.4
324.9,164.5,0,14.8
324.9,168.6,0,15.2
324.9,172.7,0,15.6
324.9,176.7,0,16
324.9,180.8,0,16.4
324.9,184.9,0,16.8
324.9,189,0,17.3
324.9,193.1,0,17.7
324.9,197.1,0,18.1
324.9,201.2,0,18.5
324.9,205.3,0,18.9
324.9,209.4,0,19.3
324.9,213.5,0,19.8
324.9,217.6,0,20.2
324.9,221.6,0,20.6
324.9,225.7,0,21
324.9,229.8,0,21.4
324.9,233.9,0,21.8
324.9,238,0,22.3
324.9,242,0,22.7
324.9,246.1,0,23.1
324.9,250.2,0,23.5
324.9,254.3,0,23.9
324.9,258.4,0,24.3
324.9,262.4,0,24.8
324.9,266.5,0,25.2
324.9,270.6,0,25.6
324.9,274.7,0,26
324.9,278.8,0,26.4
324.9,282.9,0,26.8
324.9,286.9,1.4,26.2
324.9,291,3.5,25.2
324.9,295.1,5.6,24.2
324.9,299.2,7.7,23.3
324.9,303.3,9.8,22.4
324.9,307.3,12,21.6
324.9,311.4,14.1,20.8
324.9,315.5,15.5,20.4
324.9,319.6,17.6,19.7
324.9,323.7,19.7,19
324.9,327.8,21.1,18.6
324.9,331.8,23.2,18
324.9,335.9,25.3,17.4
324.9,340,26.7,17.1
331.4,140,0,12.3
331.4,144.1,0,12.7
331.4,148.2,0,13.1
331.4,152.2,0,13.5
331.4,156.3,0,13.9
331.4,160.4,0,14.4
331.4,164.5,0,14.8
331.4,168.6,0,15.2
331.4,172.7,0,15.6
331.4,176.7,0,16
331.4,180.8,0,16.4
331.4,184.9,0,16.8
331.4,189,0,17.3
331.4,193.1,0,17.7
331.4,197.1,0,18.1
331.4,201.2,0,18.5
331.4,205.3,0,18.9
331.4,209.4,0,19.3
331.4,213.5,0,19.8
331.4,217.6,0,20.2
331.4,221.6,0,20.6
331.4,225.7,0,21
331.4,229.8,0,21.4
331.4,233.9,0,21.8
331.4,238,0,22.3
331.4,242,0,22.7
331.4,246.1,0,23.1
331.4,250.2,0,23.5
331.4,254.3,0,23.9
331.4,258.4,0,24.3
331.4,262.4,0,24.8
331.4,266.5,0,25.2
331.4,270.6,0,25.6
331.4,274.7,0,26
331.4,278.8,0,26.4
331.4,282.9,0,26.8
331.4,286.9,2.1,25.7
331.4,291,4.2,24.7
331.4,295.1,6.3,23.7
331.4,299.2,8.4,22.8
331.4,303.3,10.5,22
331.4,307.3,12,21.6
331.4,311.4,14.1,20.8
331.4,315.5,16.2,20
331.4,319.6,18.3,19.3
331.4,323.7,19.7,19
331.4,327.8,21.8,18.3
331.4,331.8,23.9,17.7
331.4,335.9,25.3,17.4
331.4,340,27.4,16.8
338,140,0,12.3
338,144.1,0,12.7
338,148.2,0,13.1
338,152.2,0,13.5
338,156.3,0,13.9
338,160.4,0,14.4
338,164.5,0,14.8
338,168.6,0,15.2
338,172.7,0,15.6
338,176.7,0,16
338,180.8,0,16.4
338,184.9,0,16.8
338,189,0,17.3
338,193.1,0,17.7
338,197.1,0,18.1
338,201.2,0,18.5
338,205.3,0,18.9
338,209.4,0,19.3
338,213.5,0,19.8
338,217.6,0,20.2
338,221.6,0,20.6
338,225.7,0,21
338,229.8,0,21.4
338,233.9,0,21.8
338,238,0,22.3
338,242,0,22.7
338,246.1,0,23.1
338,250.2,0,23.5
338,254.3,0,23.9
338,258.4,0,24.3
338,262.4,0,24.8
338,266.5,0,25.2
338,270.6,0,25.6
338,274.7,0,26
338,278.8,0,26.4
338,282.9,0,26.8
338,286.9,2.1,25.7
338,291,4.2,24.7
338,295.1,6.3,23.7
338,299.2,8.4,22.8
338,303.3,10.5,22
338,307.3,12.7,21.2
338,311.4,14.8,20.4
338,315.5,16.2,20
338,319.6,18.3,19.3
338,323.7,20.4,18.7
338,327.8,21.8,18.3
338,331.8,23.9,17.7
338,335.9,26,17.1
338,340,27.4,16.8
344.5,140,0,12.3
344.5,144.1,0,12.7
344.5,148.2,0,13.1
344.5,152.2,0,13.5
344.5,156.3,0,13.9
344.5,160.4,0,14.4
344.5,164.5,0,14.8
344.5,168.6,0,15.2
344.5,172.7,0,15.6
344.5,176.7,0,16
344.5,180.8,0,16.4
344.5,184.9,0,16.8
344.5,189,0,17.3
344.5,193.1,0,17.7
344.5,197.1,0,18.1
344.5,201.2,0,18.5
344.5,205.3,0,18.9
344.5,209.4,0,19.3
344.5,213.5,0,19.8
344.5,217.6,0,20.2
344.5,221.6,0,20.6
344.5,225.7,0,21
344.5,229.8,0,21.4
344.5,233.9,0,21.8
344.5,238,0,22.3
344.5,242,0,22.7
344.5,246.1,0,23.1
344.5,250.2,0,23.5
344.5,254.3,0,23.9
344.5,258.4,0,24.3
344.5,262.4,0,24.8
344.5,266.5,0,25.2
344.5,270.6,0,25.6
344.5,274.7,0,26
344.5,278.8,0,26.4
344.5,282.9,0.7,26.3
344.5,286.9,2.8,25.2
344.5,291,4.9,24.2
344.5,295.1,7,23.3
344.5,299.2,9.1,22.4
344.5,303.3,11.2,21.6
344.5,307.3,12.7,21.2
344.5,311.4,14.8,20.4
344.5,315.5,16.9,19.7
344.5,319.6,19,19
344.5,323.7,20.4,18.7
344.5,327.8,22.5,18
344.5,331.8,24.6,17.4
344.5,335.9,26,17.1
344.5,340,28.1,16.5
351,140,0,12.3
351,144.1,0,12.7
351,148.2,0,13.1
351,152.2,0,13.5
351,156.3,0,13.9
351,160.4,0,14.4
351,164.5,0,14.8
351,168.6,0,15.2
351,172.7,0,15.6
351,176.7,0,16
351,180.8,0,16.4
351,184.9,0,16.8
351,189,0,17.3
351,193.1,0,17.7
351,197.1,0,18.1
351,201.2,0,18.5
351,205.3,0,18.9
351,209.4,0,19.3
351,213.5,0,19.8
351,217.6,0,20.2
351,221.6,0,20.6
351,225.7,0,21
351,229.8,0,21.4
351,233.9,0,21.8
351,238,0,22.3
351,242,0,22.7
351,246.1,0,23.1
351,250.2,0,23.5
351,254.3,0,23.9
351,258.4,0,24.3
351,262.4,0,24.8
351,266.5,0,25.2
351,270.6,0,25.6
351,274.7,0,26
351,278.8,0,26.4
351,282.9,0.7,26.3
351,286.9,2.8,25.2
351,291,4.9,24.2
351,295.1,7,23.3
351,299.2,9.1,22.4
351,303.3,11.2,21.6
351,307.3,13.4,20.8
351,311.4,15.5,20.1
351,315.5,16.9,19.7
351,319.6,19,19
351,323.7,21.1,18.4
351,327.8,22.5,18
351,331.8,24.6,17.4
351,335.9,26.7,16.8
351,340,28.1,16.5
357.6,140,0,12.3
357.6,144.1,0,12.7
357.6,148.2,0,13.1
357.6,152.2,0,13.5
357.6,156.3,0,13.9
357.6,160.4,0,14.4
357.6,164.5,0,14.8
357.6,168.6,0,15.2
357.6,172.7,0,15.6
357.6,176.7,0,16
357.6,180.8,0,16.4
357.6,184.9,0,16.8
357.6,189,0,17.3
357.6,193.1,0,17.7
357.6,197.1,0,18.1
357.6,201.2,0,18.5
357.6,205.3,0,18.9
357.6,209.4,0,19.3
357.6,213.5,0,19.8
357.6,217.6,0,20.2
357.6,221.6,0,20.6
357.6,225.7,0,21
357.6,229.8,0,21.4
357.6,233.9,0,21.8
357.6,238,0,22.3
357.6,242,0,22.7
357.6,246.1,0,23.1
357.6,250.2,0,23.5
357.6,254.3,0,23.9
357.6,258.4,0,24.3
357.6,262.4,0,24.8
357.6,266.5,0,25.2
357.6,270.6,0,25.6
357.6,274.7,0,26
357.6,278.8,0,26.4
357.6,282.9,0.7,26.3
357.6,286.9,3.5,24.8
357.6,291,5.6,23.8
357.6,295.1,7.7,22.9
357.6,299.2,9.8,22
357.6,303.3,11.2,21.6
357.6,307.3,13.4,20.8
357.6,311.4,15.5,20.1
357.6,315.5,17.6,19.4
357.6,319.6,19.7,18.7
357.6,323.7,21.1,18.4
357.6,327.8,23.2,17.7
357.6,331.8,25.3,17.1
357.6,335.9,26.7,16.8
357.6,340,28.8,16.2
364.1,140,0,12.3
364.1,144.1,0,12.7
364.1,148.2,0,13.1
364.1,152.2,0,13.5
364.1,156.3,0,13.9
364.1,160.4,0,14.4
364.1,164.5,0,14.8
364.1,168.6,0,15.2
364.1,172.7,0,15.6
364.1,176.7,0,16
364.1,180.8,0,16.4
364.1,184.9,0,16.8
364.1,189,0,17.3
364.1,193.1,0,17.7
364.1,197.1,0,18.1
364.1,201.2,0,18.5
364.1,205.3,0,18.9
364.1,209.4,0,19.3
364.1,213.5,0,19.8
364.1,217.6,0,20.2
364.1,221.6,0,20.6
364.1,225.7,0,21
364.1,229.8,0,21.4
364.1,233.9,0,21.8
364.1,238,0,22.3
364.1,242,0,22.7
364.1,246.1,0,23.1
364.1,250.2,0,23.5
364.1,254.3,0,23.9
364.1,258.4,0,24.3
364.1,262.4,0,24.8
364.1,266.5,0,25.2
364.1,270.6,0,25.6
364.1,274.7,0,26
364.1,278.8,0,26.4
364.1,282.9,1.4,25.8
364.1,286.9,3.5,24.8
364.1,291,5.6,23.8
364.1,295.1,7.7,22.9
364.1,299.2,9.8,22
364.1,303.3,12,21.2
364.1,307.3,14.1,20.5
364.1,311.4,16.2,19.7
364.1,315.5,17.6,19.4
364.1,319.6,19.7,18.7
364.1,323.7,21.8,18
364.1,327.8,23.9,17.4
364.1,331.8,25.3,17.1
364.1,335.9,27.4,16.5
364.1,340,29.5,16
370.6,140,0,12.3
370.6,144.1,0,12.7
370.6,148.2,0,13.1
370.6,152.2,0,13.5
370.6,156.3,0,13.9
