# Airbrakes Lookup Table - Hyperion with Cesaroni M2505,,,
# Generated: 2025-08-07 11:39:21,,,
# Target Apogee: 3048m (10000ft),,,
# Grid: 50×50,,,
# Physics-based simulation with proper drag modeling,,,
#,,,
burnout_height_m,burnout_velocity_ms,deployment_angle_deg,retraction_time_s
514.3,197.1,0,18.1
514.3,201.2,0,18.5
514.3,205.3,0,18.9
514.3,209.4,0,19.3
514.3,213.5,0,19.8
514.3,217.6,0,20.2
514.3,221.6,0,20.6
514.3,225.7,0,21
514.3,229.8,0,21.4
514.3,233.9,0,21.8
514.3,238,0,22.3
514.3,242,0,22.7
514.3,246.1,0,23.1
514.3,250.2,0,23.5
514.3,254.3,0,23.9
514.3,258.4,0,24.3
514.3,262.4,0,24.8
514.3,266.5,0,25.2
514.3,270.6,1.4,24.6
514.3,274.7,4.2,23.2
514.3,278.8,6.3,22.3
514.3,282.9,9.1,21.1
514.3,286.9,11.2,20.3
514.3,291,14.1,19.2
514.3,295.1,16.2,18.5
514.3,299.2,18.3,17.9
514.3,303.3,20.4,17.2
514.3,307.3,22.5,16.6
514.3,311.4,25.3,15.8
514.3,315.5,26.7,15.5
514.3,319.6,29.5,14.7
514.3,323.7,31.6,14.2
514.3,327.8,33.8,13.7
514.3,331.8,36.6,13
514.3,335.9,38,12.8
514.3,340,40.8,12.1
520.8,140,0,12.3
520.8,144.1,0,12.7
520.8,148.2,0,13.1
520.8,152.2,0,13.5
520.8,156.3,0,13.9
520.8,160.4,0,14.4
520.8,164.5,0,14.8
520.8,168.6,0,15.2
520.8,172.7,0,15.6
520.8,176.7,0,16
520.8,180.8,0,16.4
520.8,184.9,0,16.8
520.8,189,0,17.3
520.8,193.1,0,17.7
520.8,197.1,0,18.1
520.8,201.2,0,18.5
520.8,205.3,0,18.9
520.8,209.4,0,19.3
520.8,213.5,0,19.8
520.8,217.6,0,20.2
520.8,221.6,0,20.6
520.8,225.7,0,21
520.8,229.8,0,21.4
520.8,233.9,0,21.8
520.8,238,0,22.3
520.8,242,0,22.7
520.8,246.1,0,23.1
520.8,250.2,0,23.5
520.8,254.3,0,23.9
520.8,258.4,0,24.3
520.8,262.4,0,24.8
520.8,266.5,0,25.2
520.8,270.6,2.1,24.1
520.8,274.7,4.2,23.2
520.8,278.8,7,21.9
520.8,282.9,9.1,21.1
520.8,286.9,12,19.9
520.8,291,14.1,19.2
520.8,295.1,16.2,18.5
520.8,299.2,18.3,17.9
520.8,303.3,21.1,16.9
520.8,307.3,23.2,16.4
520.8,311.4,25.3,15.8
520.8,315.5,27.4,15.2
520.8,319.6,29.5,14.7
520.8,323.7,32.3,14
520.8,327.8,34.5,13.5
520.8,331.8,36.6,13
520.8,335.9,39.4,12.3
520.8,340,40.8,12.1
527.3,140,0,12.3
527.3,144.1,0,12.7
527.3,148.2,0,13.1
527.3,152.2,0,13.5
527.3,156.3,0,13.9
527.3,160.4,0,14.4
527.3,164.5,0,14.8
527.3,168.6,0,15.2
527.3,172.7,0,15.6
527.3,176.7,0,16
527.3,180.8,0,16.4
527.3,184.9,0,16.8
527.3,189,0,17.3
527.3,193.1,0,17.7
527.3,197.1,0,18.1
527.3,201.2,0,18.5
527.3,205.3,0,18.9
527.3,209.4,0,19.3
527.3,213.5,0,19.8
527.3,217.6,0,20.2
527.3,221.6,0,20.6
527.3,225.7,0,21
527.3,229.8,0,21.4
527.3,233.9,0,21.8
527.3,238,0,22.3
527.3,242,0,22.7
527.3,246.1,0,23.1
527.3,250.2,0,23.5
527.3,254.3,0,23.9
527.3,258.4,0,24.3
527.3,262.4,0,24.8
527.3,266.5,0,25.2
527.3,270.6,2.1,24.1
527.3,274.7,4.9,22.7
527.3,278.8,7,21.9
527.3,282.9,9.8,20.7
527.3,286.9,12,19.9
527.3,291,14.1,19.2
527.3,295.1,16.9,18.2
527.3,299.2,19,17.6
527.3,303.3,21.1,16.9
527.3,307.3,23.9,16.1
527.3,311.4,26,15.5
527.3,315.5,28.1,15
527.3,319.6,30.2,14.5
527.3,323.7,32.3,14
527.3,327.8,35.2,13.2
527.3,331.8,37.3,12.8
527.3,335.9,39.4,12.3
527.3,340,42.2,11.7
533.9,140,0,12.3
533.9,144.1,0,12.7
533.9,148.2,0,13.1
533.9,152.2,0,13.5
533.9,156.3,0,13.9
533.9,160.4,0,14.4
533.9,164.5,0,14.8
533.9,168.6,0,15.2
533.9,172.7,0,15.6
533.9,176.7,0,16
533.9,180.8,0,16.4
533.9,184.9,0,16.8
533.9,189,0,17.3
533.9,193.1,0,17.7
533.9,197.1,0,18.1
533.9,201.2,0,18.5
533.9,205.3,0,18.9
533.9,209.4,0,19.3
533.9,213.5,0,19.8
533.9,217.6,0,20.2
533.9,221.6,0,20.6
533.9,225.7,0,21
533.9,229.8,0,21.4
533.9,233.9,0,21.8
533.9,238,0,22.3
533.9,242,0,22.7
533.9,246.1,0,23.1
533.9,250.2,0,23.5
533.9,254.3,0,23.9
533.9,258.4,0,24.3
533.9,262.4,0,24.8
533.9,266.5,0,25.2
533.9,270.6,2.8,23.7
533.9,274.7,4.9,22.7
533.9,278.8,7.7,21.5
533.9,282.9,9.8,20.7
533.9,286.9,12.7,19.6
533.9,291,14.8,18.9
533.9,295.1,16.9,18.2
533.9,299.2,19.7,17.2
533.9,303.3,21.8,16.6
533.9,307.3,23.9,16.1
533.9,311.4,26.7,15.2
533.9,315.5,28.1,15
533.9,319.6,30.9,14.2
533.9,323.7,33,13.7
533.9,327.8,35.2,13.2
533.9,331.8,38,12.5
533.9,335.9,40.1,12.1
533.9,340,42.2,11.7
540.4,140,0,12.3
540.4,144.1,0,12.7
540.4,148.2,0,13.1
540.4,152.2,0,13.5
540.4,156.3,0,13.9
540.4,160.4,0,14.4
540.4,164.5,0,14.8
540.4,168.6,0,15.2
540.4,172.7,0,15.6
540.4,176.7,0,16
540.4,180.8,0,16.4
540.4,184.9,0,16.8
540.4,189,0,17.3
540.4,193.1,0,17.7
540.4,197.1,0,18.1
540.4,201.2,0,18.5
540.4,205.3,0,18.9
540.4,209.4,0,19.3
540.4,213.5,0,19.8
540.4,217.6,0,20.2
540.4,221.6,0,20.6
540.4,225.7,0,21
540.4,229.8,0,21.4
540.4,233.9,0,21.8
540.4,238,0,22.3
540.4,242,0,22.7
540.4,246.1,0,23.1
540.4,250.2,0,23.5
540.4,254.3,0,23.9
540.4,258.4,0,24.3
540.4,262.4,0,24.8
540.4,266.5,0,25.2
540.4,270.6,2.8,23.7
540.4,274.7,5.6,22.3
540.4,278.8,7.7,21.5
540.4,282.9,10.5,20.3
540.4,286.9,12.7,19.6
540.4,291,15.5,18.5
540.4,295.1,17.6,17.9
540.4,299.2,19.7,17.2
540.4,303.3,22.5,16.4
540.4,307.3,24.6,15.8
540.4,311.4,26.7,15.2
540.4,315.5,29.5,14.5
540.4,319.6,30.9,14.2
540.4,323.7,33.8,13.5
540.4,327.8,35.9,13
540.4,331.8,38,12.5
540.4,335.9,40.8,11.9
540.4,340,43.6,11.2
546.9,140,0,12.3
546.9,144.1,0,12.7
546.9,148.2,0,13.1
546.9,152.2,0,13.5
546.9,156.3,0,13.9
546.9,160.4,0,14.4
546.9,164.5,0,14.8
546.9,168.6,0,15.2
546.9,172.7,0,15.6
546.9,176.7,0,16
546.9,180.8,0,16.4
546.9,184.9,0,16.8
546.9,189,0,17.3
546.9,193.1,0,17.7
546.9,197.1,0,18.1
546.9,201.2,0,18.5
546.9,205.3,0,18.9
546.9,209.4,0,19.3
546.9,213.5,0,19.8
546.9,217.6,0,20.2
546.9,221.6,0,20.6
546.9,225.7,0,21
546.9,229.8,0,21.4
546.9,233.9,0,21.8
546.9,238,0,22.3
546.9,242,0,22.7
546.9,246.1,0,23.1
546.9,250.2,0,23.5
546.9,254.3,0,23.9
546.9,258.4,0,24.3
546.9,262.4,0,24.8
546.9,266.5,0.7,24.7
546.9,270.6,3.5,23.2
546.9,274.7,5.6,22.3
546.9,278.8,8.4,21.1
546.9,282.9,10.5,20.3
546.9,286.9,13.4,19.2
546.9,291,15.5,18.5
546.9,295.1,18.3,17.6
546.9,299.2,20.4,16.9
546.9,303.3,22.5,16.4
546.9,307.3,25.3,15.5
546.9,311.4,26.7,15.2
546.9,315.5,29.5,14.5
546.9,319.6,31.6,14
546.9,323.7,33.8,13.5
546.9,327.8,36.6,12.8
546.9,331.8,39.4,12.1
546.9,335.9,40.8,11.9
546.9,340,43.6,11.2
553.5,140,0,12.3
553.5,144.1,0,12.7
553.5,148.2,0,13.1
553.5,152.2,0,13.5
553.5,156.3,0,13.9
553.5,160.4,0,14.4
553.5,164.5,0,14.8
553.5,168.6,0,15.2
553.5,172.7,0,15.6
553.5,176.7,0,16
553.5,180.8,0,16.4
553.5,184.9,0,16.8
553.5,189,0,17.3
553.5,193.1,0,17.7
553.5,197.1,0,18.1
553.5,201.2,0,18.5
553.5,205.3,0,18.9
553.5,209.4,0,19.3
553.5,213.5,0,19.8
553.5,217.6,0,20.2
553.5,221.6,0,20.6
553.5,225.7,0,21
553.5,229.8,0,21.4
553.5,233.9,0,21.8
553.5,238,0,22.3
553.5,242,0,22.7
553.5,246.1,0,23.1
553.5,250.2,0,23.5
553.5,254.3,0,23.9
553.5,258.4,0,24.3
553.5,262.4,0,24.8
553.5,266.5,0.7,24.7
553.5,270.6,3.5,23.2
553.5,274.7,6.3,21.9
553.5,278.8,8.4,21.1
553.5,282.9,11.2,19.9
553.5,286.9,13.4,19.2
553.5,291,16.2,18.2
553.5,295.1,18.3,17.6
553.5,299.2,21.1,16.7
553.5,303.3,23.2,16.1
553.5,307.3,25.3,15.5
553.5,311.4,28.1,14.7
553.5,315.5,29.5,14.5
553.5,319.6,32.3,13.7
553.5,323.7,35.2,13
553.5,327.8,36.6,12.8
553.5,331.8,39.4,12.1
553.5,335.9,42.2,11.5
553.5,340,44.3,11
560,140,0,12.3
560,144.1,0,12.7
560,148.2,0,13.1
560,152.2,0,13.5
560,156.3,0,13.9
560,160.4,0,14.4
560,164.5,0,14.8
560,168.6,0,15.2
560,172.7,0,15.6
560,176.7,0,16
560,180.8,0,16.4
560,184.9,0,16.8
560,189,0,17.3
560,193.1,0,17.7
560,197.1,0,18.1
560,201.2,0,18.5
560,205.3,0,18.9
560,209.4,0,19.3
560,213.5,0,19.8
560,217.6,0,20.2
560,221.6,0,20.6
560,225.7,0,21
560,229.8,0,21.4
560,233.9,0,21.8
560,238,0,22.3
560,242,0,22.7
560,246.1,0,23.1
560,250.2,0,23.5
560,254.3,0,23.9
560,258.4,0,24.3
560,262.4,0,24.8
560,266.5,1.4,24.2
560,270.6,4.2,22.8
560,274.7,6.3,21.9
560,278.8,9.1,20.7
560,282.9,11.2,19.9
560,286.9,14.1,18.9
560,291,16.2,18.2
560,295.1,19,17.3
560,299.2,21.1,16.7
560,303.3,23.9,15.8
560,307.3,25.3,15.5
560,311.4,28.1,14.7
560,315.5,30.9,14
560,319.6,32.3,13.7
560,323.7,35.2,13
560,327.8,38,12.3
560,331.8,39.4,12.1
560,335.9,42.2,11.5
560,340,45,10.8
